step,time,alt,vel,surfv,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,hdot_ref,entry_phase,
78,154,97.8266298553701,7861.45925718519,7501.18345110435,-152.407998744634,7035.71934982861,-4.91128781063047,35.9766527374963,162.136524430346,40,0,0,0,0.512982719492678,0.478230641312782,0,0,1,
79,156,97.5220681692259,7861.53031982755,7501.26007243404,-152.151751582153,7021.01244157322,-4.92219859006329,36.0214301613776,162.291131879692,40,0,0,0,0.518600901159051,0.500320747905786,0,0,1,
80,158,97.2180301569067,7861.58696522649,7501.32228721581,-151.884218741619,7006.30522453299,-4.93316908826718,36.0659905719703,162.445933377309,40,0,0,0,0.524112289638831,0.523596878377619,0,0,1,
81,160,96.9145389932552,7861.62842075937,7501.36932122542,-151.604791571066,6991.59750585551,-4.94420256261707,36.1103291533899,162.600929358671,40,0,0,0,0.529495171739113,0.548146065519479,0,0,1,
82,162,96.6116190979155,7861.6538743472,7501.40036069808,-151.312834385796,6976.8894178884,-4.95530473853084,36.1544523547468,162.756116816904,40,0,0,0,0.53475193090168,0.57399514316808,0,0,1,
83,164,96.3092961882614,7861.66247809491,7501.41455594479,-151.007685140054,6962.1808449582,-4.96646597137459,36.1983519244442,162.911496824131,40,0,0,0,0.539873537875692,0.601209733557287,0,0,1,
84,166,96.0075973309204,7861.65335357069,7501.41102666536,-150.688657188994,6947.47202607293,-4.97767468686997,36.2420316402816,163.067067082973,40,0,0,0,0.54486220843077,0.62983728961467,0,0,1,
85,168,95.7065509890923,7861.6256021445,7501.38887227566,-150.355040857832,6932.76291220973,-4.98900583509343,36.2854911992333,163.222827928691,40,0,0,0,0.549737267337353,0.659893258642959,0,0,1,
86,170,95.4061870664433,7861.57831612874,7501.34718302086,-150.006105125636,6918.05343028585,-5.00034432200206,36.3287247703195,163.378778343317,40,0,0,0,0.554531536068625,0.691377625453977,0,0,1,
87,172,95.1065369507233,7861.51060769132,7501.28506892731,-149.641097990895,6903.34387159822,-5.01174581395533,36.371735455518,163.534917298095,40,0,0,0,0.559322751961049,0.724218306535486,0,0,1,
88,174,94.8076335500702,7861.42162084189,7501.20167178006,-149.259251629356,6888.63411465169,-5.02327083771517,36.4145210401059,163.691244437165,40,0,0,0,0.564132723330432,0.758393996629351,0,0,1,
89,176,94.5095113177644,7861.31050195785,7501.09613564751,-148.859787589161,6873.92422787275,-5.03483596812606,36.4570836454318,163.847757455216,40,0,0,0,0.568959183009301,0.793916330787309,0,0,1,
90,178,94.2122062963927,7861.17636534612,7500.96757241532,-148.441889454237,6859.21423945169,-5.04646827286177,36.4994176144299,164.004457138489,40,0,0,0,0.57380827660666,0.830861507528339,0,0,1,
91,180,93.9157562148459,7861.018276057,7500.81504458746,-148.004687264644,6844.50427984465,-5.05812745818085,36.5415294963742,164.16134094863,40,0,0,0,0.578685228152644,0.869303349694329,0,0,1,
92,182,93.6202005915604,7860.83525497153,7500.63757034731,-147.547261607525,6829.7941943357,-5.06995263434624,36.5834126772614,164.318408722216,40,0,0,0,0.583594131226811,0.909308888162537,0,0,1,
93,184,93.3255808340218,7860.62627742348,7500.43412221809,-147.068645235559,6815.08423222208,-5.0817954126393,36.6250676213342,164.47565954432,40,0,0,0,0.588500813364193,0.950977330625214,0,0,1,
94,186,93.0319403143534,7860.39024467556,7500.20359850433,-146.56784017397,6800.37438149256,-5.09371508934911,36.6664903041191,164.633091929473,40,0,0,0,0.593401412295832,0.994369414614265,0,0,1,
95,188,92.7393244513655,7860.12606057304,7499.94489998325,-146.043796164584,6785.66487791675,-5.10569912509378,36.7076873946022,164.790705135234,40,0,0,0,0.598339607164278,1.03948219578359,0,0,1,
96,190,92.4477808078937,7859.83260511719,7499.65690343142,-145.49542138829,6770.95541630499,-5.11777544187531,36.7486522297645,164.948497436511,40,0,0,0,0.603315476532892,1.08635494690394,0,0,1,
97,192,92.1573591593858,7859.50875034339,7499.33847755061,-144.921596438415,6756.24636894335,-5.12991009835965,36.7893861718323,165.106468427641,40,0,0,0,0.608327480060199,1.13501409718599,0,0,1,
98,194,91.8681115604248,7859.15333057873,7498.98845317599,-144.321161972648,6741.53764009919,-5.14212533796076,36.8298905174076,165.264615598434,40,0,0,0,0.613374864595502,1.18547880835708,0,0,1,
99,196,91.58009240855,7858.76516942933,7498.60565032619,-143.692934852104,6726.82930939109,-5.15440921603704,36.8701595705524,165.422939341621,40,0,0,0,0.618453957553886,1.23776303239237,0,0,1,
100,198,91.2933584860526,7858.34309608257,7498.18889446202,-143.035714456687,6712.12152791803,-5.16677677163906,36.9101955148632,165.581436969627,40,0,0,0,0.623563135884427,1.29187117301158,0,0,1,
101,200,91.0079689963106,7857.88592868837,7497.73699990582,-142.348281252253,6697.41434876134,-5.17920015961313,36.949995299516,165.740108357973,40,0,0,0,0.628698367617661,1.34780191620473,0,0,1,
