step,time,alt,speed,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,entry_phase,
127,252,92.507389776092,7826.20282854798,-107.761017197821,6653.50972648747,-13.3618607814733,71.66500541047,-22.4801560995784,38,0,0,0,0.655959528521939,0.420346115852218,0,1,
128,254,92.2924534327453,7825.61040494137,-107.170887669537,6638.33719383591,-13.3906590798575,71.7435213532342,-22.8528585443501,38,0,0,0,0.660145330535899,0.434071054122115,0,1,
129,256,92.0787218823209,7824.9887509152,-106.556087345089,6623.16768038861,-13.4196466936003,71.8213381404316,-23.2285693763887,38,0,0,0,0.664337753208288,0.44813736332209,0,1,
130,258,91.8662452055411,7824.33712873578,-105.915875779898,6608.00142112031,-13.4488178716924,71.8984502587576,-23.6073016121414,38,0,0,0,0.668535278592033,0.462542390975246,0,1,
131,260,91.6550749653755,7823.65480235928,-105.249512019473,6592.83825489625,-13.478186175155,71.9748428690716,-23.9890611487144,38,0,0,0,0.672736021686999,0.477281528442643,0,1,
132,262,91.4452642046092,7822.94104174428,-104.556258282596,6577.67855781532,-13.5077434168007,72.0505110675963,-24.3738579062442,38,0,0,0,0.676937853363592,0.492351568052878,0,1,
133,264,91.2368674370823,7822.19512752221,-103.835381615738,6562.52219377606,-13.5375120637665,72.1254432019934,-24.761699311225,38,0,0,0,0.681138593654185,0.507744822087388,0,1,
134,266,91.0299406363992,7821.41634843516,-103.086156113882,6547.36931379516,-13.5674638146147,72.199628924688,-25.152588232302,38,0,0,0,0.685333871114867,0.523456342231623,0,1,
135,268,90.8245412134798,7820.60401316268,-102.307868913489,6532.2201375249,-13.5976306250102,72.273063008797,-25.546533807888,38,0,0,0,0.689522781301812,0.539475240714226,0,1,
136,270,90.620728001792,7819.75742509986,-101.4998085102,6517.07448400429,-13.6279984763074,72.345732108269,-25.9435396843454,38,0,0,0,0.69370484701538,0.555808751369774,0,1,
137,272,90.4185612740945,7818.87588400077,-100.661247407193,6501.93258093969,-13.6585551403089,72.4176283871947,-26.3436066066299,38,0,0,0,0.697879289466131,0.572454882253854,0,1,
138,274,90.2181027491847,7817.95869829475,-99.7914706953291,6486.79453888673,-13.6893225148214,72.4887429315295,-26.7467406432692,38,0,0,0,0.702043396354943,0.589404129239411,0,1,
139,276,90.0194155580448,7817.00519810971,-98.8897819389549,6471.66029787572,-13.7203031313983,72.5590638751049,-27.152939438836,38,0,0,0,0.70619392115213,0.606643891302149,0,1,
140,278,89.8225642027203,7816.01473386942,-97.9555077235018,6456.53012079859,-13.751484570645,72.6285815456971,-27.5622022419568,38,0,0,0,0.710327079569392,0.624162211036154,0,1,
141,280,89.6276145006381,7814.98668966545,-96.9880092384492,6441.40411361062,-13.7828900933329,72.6972872469462,-27.9745306792424,38,0,0,0,0.714437391973033,0.641936943980975,0,1,
142,282,89.434633506556,7813.92047810408,-95.9866811131644,6426.28224169063,-13.8145026971653,72.7651715653538,-28.3899180727507,38,0,0,0,0.718523196581573,0.65996406992152,0,1,
143,284,89.243689482878,7812.81551360554,-94.9509199921822,6411.16472025399,-13.8463116190631,72.832224260791,-28.808365375879,38,0,0,0,0.722583751621375,0.678242413331212,0,1,
144,286,89.054851897819,7811.6712129828,-93.8801248890218,6396.05150185162,-13.8783488419413,72.8984373835109,-29.2298615946556,38,0,0,0,0.726618938230803,0.696768291422843,0,1,
145,288,88.8681914124172,7810.48699273042,-92.7737027512519,6380.9428227974,-13.9106073870092,72.9637976971771,-29.654408661901,38,0,0,0,0.730626359448557,0.715538109605301,0,1,
146,290,88.6837798605431,7809.26228643647,-91.6310762665848,6365.83859630299,-13.9430735675896,73.0282966225756,-30.0819880452948,38,0,0,0,0.734608541626902,0.734537913073365,0,1,
147,292,88.5016902154684,7807.99653842758,-90.4516847795919,6350.73922714837,-13.9757627853149,73.0919262814454,-30.5125970695094,38,0,0,0,0.738550758203496,0.753780681696913,0,1,
148,294,88.321996547088,7806.68921281144,-89.2349930388716,6335.64455967925,-14.0086772046165,73.1546742185098,-30.9462240791344,38,0,0,0,0.742461219000536,0.773232213755505,0,1,
149,296,88.1447739596283,7805.33979855106,-87.9805014091364,6320.55478328903,-14.0418141470278,73.2165320985641,-31.3828568815732,38,0,0,0,0.746333489708429,0.792888724367338,0,1,
150,298,87.9700985283591,7803.94781004758,-86.687742026912,6305.46996572497,-14.0751772022897,73.2774926594633,-31.822480937915,38,0,0,0,0.750164589161152,0.812730879212845,0,1,
151,300,87.7980472192541,7802.51280346862,-85.3562955786872,6290.39018633456,-14.1087689214667,73.3375403054127,-32.2650798694577,38,0,0,0,0.753948682426103,0.832747444033294,0,1,
